@RELATION relevance
@ATTRIBUTE tweet STRING
@ATTRIBUTE class 	{1, 0}
@DATA
""@ZAliciaCH: Ja joh, laat de Nederlandse goal 2x zien en de Australische goal 200x"die van australie was ook veel mooier",0
"RT @NOSvoetbal: 44' Gele kaart voor Cahill na een forse overtreding. Hij is nu geschorst voor het duel met Chili. #ausned http://t.co/Ekaga…",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Het is rust, na een goal van Robben ['20] en een goal van Cahill ['21] staat de stand op 1-1. #ausned",0
"RT @MrNedjerov: Er zullen ongetwijfeld mensen NU terugkomen van de WC en dan twee goals hebben gemist #ausned",0
"Er komt een smet op de wedstrijd en de sfeer met martins indi. nederland gaat inzakken als een kaartenhuis!!!",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Opgelet Australië, op dit WK werkt Nederland 400% beter af in de 2e helft #ausned",0
"Ja, die goal van #RVP zou je nog vergeten na het zien van die van #cahill #AUS #NED #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"#ausned 1-1 bij rust. Het gaat precies zoals gepland.",0
"Cahil bedankt klootzak, had diep rood moeten zijn. Anti voetbal van Australië #ausned",0
"Ik geloof er nog steeds stellig in. 2e helft komen we winnend terug!! #ausned #goalhollandal",0
"RT @FCT4EVER: Paar dagen geleden stond het ook 1-1 bij rust. #wk2014 #ausned",0
"Nou die goal van robben kwam uit de lucht vallen ja k*t commentator ga in australie je reactie geven je hebt gelijk @ABCDeetje_",0
"RT @FCT4EVER: Paar dagen geleden stond het ook 1-1 bij rust. #wk2014 #ausned",0
"RT @MariovanderEnde: #ausned eindelijk geel voor #cahill #ergcoulant martins indi geblesseerd afgevoerd",1
"Ik heb zo hard gegild bij het ned doelpunt dat van schrik ze er eentje tegen inlieten:( #ikzalhetnooitmeerdoen #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @zondervrienden: dragen al die australiërs nou gele kaarten??",0
"RT @MariovanderEnde: #ausned eindelijk geel voor #cahill #ergcoulant martins indi geblesseerd afgevoerd",0
"Zul je net zien: tijdens de reclame maken ze ineens een doelpunt! 1 - 2 nu! #ausned #twelftal",0
"Jezus wat is het doelpunt van Cahill mooi!!! #ausned #wk2014",1
"Chili? Ook van slag? RT @NOSvoetbal: Gele kaart voor Cahill na een forse overtreding. Hij is nu geschorst voor het duel met Chili. #ausned",1
"#cahill lekker bezig dit kom ook rood zijn #ausned",0
"Hopen dat nederland in de tweede helft veel meer laat zien en nog zeker 2 of 3 goals maakt!!! #huphollandhup",0
"RT @Piterr: Dat was toch gewoon rood voor die idiote Cahill? Ik stel voor dat we Nigel de Jong hem laten aanpakken. #ausned",0
"RT @Roxanneeee_x: Haha wauww die goal van australië was zo snel dat ik het niet eens heb kunnen zien 😂😂",0
"RT @achahbarmo: Na de goal van #cahill was de familie van martins indi niet blij #ned #nedaus #nederland #WorldCup2014 http://t.co/7fK3Urla…",0
"RT @FOXSportsnl: GOAL! 1-0 voor Oranje dankzij een doelpunt van Arjen Robben. Hij schiet keurig diagonaal binnen! #ausned: 0-1",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"#ausned Australië had rode kaart moeten hebben!",0
"RT @xflorinesoulane: Tbh ik zag de goal van australie niet eens k was nog bezig met die van nl",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @xamberprinsx: Die van australië verdiende eigenlijk wel rood..",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Moest toch echt aan de kids verantwoorden waarom ik zo lyrisch was over het doelpunt van Cahill....#ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @_Yorne: Wel echt een heerlijke goal van australië",1
"Weer keiharde calvinistische les geleerd: verwacht je niets dan word je beloond, verheug je je, wordt dat subito afgestraft #ausned",0
"HALLO! Positief supporteren. Anders geef ik jullie een rode kaart #ausned",0
"Onherkenbaar en slecht #NED lekkere goal van de aussies maar weer een fout van de vrij #stuurhemnaarhuis #ausned",0
"“@NOSvoetbal: 44' Gele kaart voor Cahill na een overtreding. Hij is nu geschorst tegen Chili. #ausned Tegen Chili? http://t.co/RXYf4seqiS”",1
"RT @pvoogt: We spelen op hun halfrond, dus technisch gezien is dit een uit-wedstrijd en telt ons doelpunt dubbel. We staan voor! #ausned #t…",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @_Jordi__: Kijk hoe blij australië is met die goal en kijk naar nederland als ze scoren 😂😂",0
"RT @MariovanderEnde: #ausned eindelijk geel voor #cahill #ergcoulant martins indi geblesseerd afgevoerd",1
"Oke... het is nu rust. 1-1. NU GAAT HET BEGINNEN!! #ausned @NOSvoetbal",0
"RT @ellyvanderwilk: Hoop dat dit helpt. Vader en zoon in oranje outfit in het kader van 'jong geleerd .. ' en 't kan geen kwaad #ausned htt…",0
"RT @Fen0men0s11: Die #devrij kost ons dit toernooi al 2 doelpunten.. Misschien belangrijk om goed naar bal en man te kijken??? #ausned",0
"wat en prachtig doelpunt van australie vlak na het doelpunt van robben, ik wed dat vele nederlandse supporters nog zaten te juichen toen 1/2",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"@ElysiumFreak halftime, staan 1-1, is nederlander afgevoerd, Cahill heeft twee maal geel....en heul veul graseters....😄",0
"#ausned bijzondere match. Twee grove overtredingen op BMI, rood was op zijn plaats geweest. Nu maar weer afmaken in 2e helft.",0
"Wat een goal van Australië! Kan je alleen maar respect voor hebben! #nedaus #ausned #oranje",1
""@Piterr: Dat was toch gewoon rood voor die idiote Cahill? Ik stel voor dat we Nigel de Jong hem laten aanpakken. #ausned" ha ha sterk plan!",0
"RT @Infitytweeter: wat en prachtig doelpunt van australie vlak na het doelpunt van robben, ik wed dat vele nederlandse supporters nog zaten…",0
"RT @sportingtelenet: Tim Cahill heeft nu meer WK-goals (5) gemaakt dan Lionel Messi, Cristiano Ronaldo en Wayne Rooney samen (4). #ausned",0
"RT @Piterr: Dat was toch gewoon rood voor die idiote Cahill? Ik stel voor dat we Nigel de Jong hem laten aanpakken. #ausned",0
"Weer zo'n fantastische scheids die t overzicht heeft....NOT. Die gast schopt wel een speler van het veld...rood dus! #ausned #wk2014",0
"Prachtige treffer van Cahill doet terugdenken aan de schitterende goal van Gemmill tegen #Oranje in 1978. #ausned",0
"RT @Piterr: Dat was toch gewoon rood voor die idiote Cahill? Ik stel voor dat we Nigel de Jong hem laten aanpakken. #ausned",0
"1-1 bij rust na erbarmelijke eerste helft en een schitterende goal. Dat wordt dus 1-5 straks! #ausned",0
"Eerlijk bekennen die goal van Australië die had ik ff gemist...#ausned 🙈",0
"RT @Piterr: Dat was toch gewoon rood voor die idiote Cahill? Ik stel voor dat we Nigel de Jong hem laten aanpakken. #ausned",0
"RT @wolthuizen: Wat een prachtige goal trouwens. Bijna zoals Van Basten in 1988. #ausned",0
"Kom op Nederland, weer zo een tweede helft als 5 dagen geleden!! #ausned",0
"Als Pepe dit doet krijgt hij rood #cahill #ausned",0
"Wat een smeerlap is die Cahill toch. 2x aanslag op BMI waar rood voor gegeven had kunnen worden! Wel knappe goal. #ausned",0
"Commentator leutert over Ozzie speler. Ondertussen wordt Martins Indi op stretcher gelegd. Wat is interessanter? Wisselen die man!#ausned",0
"RT @NLvNu: Vliegen de goals ook Australië straks om de oren? We wensen Oranje veel succes! #ausned #nedaus http://t.co/edOgKCy7NX",0
"Om te winnen moet je toch echt 1 doelpunt meer maken dan je tegenstander #ausned",0
"@bashoogland er komen er vast nog wel een paar bij #hopen #goalHOLLANDAL #ausned",0
"RT @JaapFriso: Het moet een regel zijn dat je eerst over een doelpunt kunt twitteren voordat er een nieuwe valt #ausned #fifa",0
"Gelukkig vielen vorige wedstrijd de meeste goals ook pas in de tweede helft... #ausned #wk2014",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Snel hond uitlaten. Ik heb namen een nederland doelpunt bestelt en als die komt is het toeter en dan spacet mn hond.",0
"RT @Tussendelinies: Dit duel pas 3 schoten op doel, maar al 2 doelpunten. #ausned",0
"4 jaar geleden gingen we met de buurjongens naar de buiten rennen op sokken bij elke doelpunt van nederland, mooie tijden 😂",0
"RT @Sylvana0902: Nummer 4 verdiend nu wel en vette rooie kaart! Pfttt dit is abnormaal en onsportief! #ausned Onze trots is eruit... http:/…",0
"Opzich was die goal van australië best vies man.. NL was nog volop in hun eigen goal man",0
"#ausned fantastische goal Cahill aan la Van Basten, blijkt ook ordinaire schipper te zijn. Guzman 100% tikkie terug. Sneijder mist diepte.",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @Pjotrrrr: Zeker!! RT @GerryKvdV: #ausned Australië had rode kaart moeten hebben!",0
"Great Barrier Reef niet op rode lijst Unesco http://t.co/E1AXs8oTDy en terecht. #ausned",0
"Lekker die rode kaart #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"RT @MerijnAAA: Ik erger me nu al groen en geel. #ausned #twelftal",0
"Mn gele broek aan... Misschien is dat niet zo slim #ongeluk #ausned",0
"RT @Piterr: Dat was toch gewoon rood voor die idiote Cahill? Ik stel voor dat we Nigel de Jong hem laten aanpakken. #ausned",0
"Ah joh, in die tweede helft maakt Persie ff een Skippie goal en dan zijn we d'r. #skippieing #poingpoingbam #ausned",0
"Moeizame 1e helft. Mooie goals v beide kanten met die v Cahill in het bijzonder.Nu net zoals tegen Spanje er in de 2e helft overheen!#ausned",0
"RT @DeSpeld: Nederlands Elftal overweegt na rust met een systeem te spelen #ausned",0
"@Vandaaggehoord1 #vandaaggelezen voetbal #nederland vs #Australië 1e helft. Het sydney mee",0
"@InfinityMain australië, nederland speelt tactisch maar ze moeten richting de goal agressief spelen.",0
"@bashoogland Tuurlijk, tegen Spanje deden we t ook in de 2e helft. Hopelijk mage je veel weekends weggeven. #ausned #goalHollandal",0
"Volgens mij heeft Australië hun rugby team gestuurd ..#ausned",0
"RT @KPNgids: Ben jij tijdens #ausned nog onderweg? Met 4G van KPN mis je geen seconde! Waar juich jij voor ons eerste doelpunt? http://t.co…",0
"Goal van Cahill was beetje mazzel, goal van Robben pure skill. #ausned",0
"RT @Roxanneeee_x: Haha wauww die goal van australië was zo snel dat ik het niet eens heb kunnen zien 😂😂",0
"Was groen en geel ergeren deze 1ste helft #ausned",0
"Wat speelt nederland slecht zeg.... hoop dat er de tweede helft nog een paar goals vallen voor nl",0
"Herhaal die goal van australie niet. Wrm doe je dat nou.",0
"Wel mooi doelpunt van australië",1
"@bashoogland nu rust #ausned 1-1... op naar de 2e helft #goalhollandal",0
"RT @worldcupweblog: Prachtige treffer van Cahill doet terugdenken aan de schitterende goal van Gemmill tegen #Oranje in 1978. #ausned",0
""Ja jammer maar het was wel echt een mooie goal van die Austr-" ssssssssh. Sssssssh. #ausned",0
"Moet toch zeggen dat die goal van australië echt mooi was hoor",1
"Jaa laat lekker 3x de goal van australie zien, wrijf het er maar in",0
"RT @achahbarmo: Na de goal van #cahill was de familie van martins indi niet blij #ned #nedaus #nederland #WorldCup2014 http://t.co/7fK3Urla…",0
"RT @Roxanneeee_x: Haha wauww die goal van australië was zo snel dat ik het niet eens heb kunnen zien 😂😂",0
"Dat doelpunt van Cahill was wel echt prachtig. #ausned",1
"Wat een heerlijke goal ... Bah #wk2014 #ausned",1
"RT @FCT4EVER: Paar dagen geleden stond het ook 1-1 bij rust. #wk2014 #ausned",0
"Op de 2 doelpunten na, is de rust toch wel het hoogtepunt tot nu toe... pff wat een 1e helft #ausned",0
"Mooi doelpunt van Cahill... Hup Holland Hup... #ausned",1
"Die schandalige actie van Cahill op BMI hoort niet thuis op een voetbalveld. Had gewoon rood moeten zijn. #ausned",0
"Vreselijk, die wedstrijd. Loopt voor geen meter. Briljante doelpunt Australië. Beuker Cahill heeft rood verdiend #ausned #wk2014",0
"RT @JaapFriso: Het moet een regel zijn dat je eerst over een doelpunt kunt twitteren voordat er een nieuwe valt #ausned #fifa",0
"Wat een geweldig doelpunt maar wel een teleurstelling 😵 #WorldCup2014 #ausned",0
"“@NOSvoetbal: Terugluisteren: radiocommentaar bij wereldgoal Cahill. #AUS - #NED 1-1 #ausned http://t.co/liEFG9fRIB http://t.co/TUK3yFaoNa”",0
"Mooie goal hoor, maar Cahill is gewoon een varken op voetbalschoenen #ausned",0
"Ookal ben ik voor nederland wel complimenten voor cahill met zijn goal",0
"Mooi doelpunt van Aussies, jammer dat de Vrij net als ik rustig toekeek hoe de bal er in vloog #ausned",0
"RT @marc3ls: Gelukkig vielen vorige wedstrijd de meeste goals ook pas in de tweede helft... #ausned #wk2014",0
"#ausned drama..... #goalHOLLANDAL weinig weg te geven Bas :-)",0
"#ausned drama..... #goalHOLLANDAL weinig weg te geven Bas :-)",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Met dat rode hemd in Gert (Verheyen) écht een Gert #sporzabrasil #gertverheyen #ausned",0
"Dat doelpunt van #cahill mag er zijn hoor. Doe je niks aan en door. #ausned",1
"RT @achahbarmo: Na de goal van #cahill was de familie van martins indi niet blij #ned #nedaus #nederland #WorldCup2014 http://t.co/7fK3Urla…",0
"Noh vooruit in de 2e helft dan maar weer 4 goaltjes scoren. Klaar. #ausned",0
"RT @stadsdichterEHV: Ik stel voor dat we 'm er nu even Blind in Robben. Niet Persie van Fer. Gewoon lekker voor op het Veltman. #ausned",0
"Zelden een goal van de tegenstander zo gewaardeerd. #ausned #wk2014",0
"@stevens_rico deed de eerste helft tegen Spanje ook niet, afgezien dat werelddoelpunt. Nu ook gezien, alleen door Cahill! #ausned",0
"RT @DusDavid: Gaat nederland nog winnen? RT dan.. ben benieuwd hoeveel steun er nog over is na deze 45mins haha",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"#ausned Die Cahill naait Holland in 3voud:1)hij scoort,2)door gele kaart geschorst tegen Spanje en 3)Schopt M.Indy uit wedstrijd/toernooi.",0
"We houden de moed erin @bashoogland Kom maar door met die #goalhollandal! Ik ga voor een eindstand van 3-1 voor NL #ausned",0
"RT @Piterr: Dat was toch gewoon rood voor die idiote Cahill? Ik stel voor dat we Nigel de Jong hem laten aanpakken. #ausned",0
"RT @MariovanderEnde: #ausned eindelijk geel voor #cahill #ergcoulant martins indi geblesseerd afgevoerd",1
"@R_Amanda_M nederlands had ik al op voorhand geleerd en bio is ni zo veel",0
"Nederland moet echt beter spelen, maar wat een goal zeg van Cahill. Doelpunt van het toernooi zonder enige twijfel #ausned 1-1",1
"RT @sportingtelenet: Tim Cahill heeft nu meer WK-goals (5) gemaakt dan Lionel Messi, Cristiano Ronaldo en Wayne Rooney samen (4). #ausned",0
"Cahill neemt meteen wraak bij nederland met een doelpunt",1
"RT @Moyamal: Als Bruno stuk is, kunnen ze met Giro 555 komen wat ze willen. Geen cent krijgen ze. Beetje mijn Bruno slopen. Het lef! #ausned",0
"Echt waar australie schoot die goal echt kapot mooi. Keeper kon gewoon literaal niks..",0
""@Sandeurr: Jaa laat lekker 3x de goal van australie zien, wrijf het er maar in" 😂",0
"Je groen en geel ergeren was nog nooit zo letterlijk! #nedaus #nederland #oranje",0
"RT @ConradNL: Hebben de Australiërs wel gelet op dit waarschuwingsbord? #ausned #ausnet #WK2014 @Socceroos #dtv http://t.co/Pjt1ro4a9i",0
"[TIP] Over 2.5 goals @ 1.69 bij Unibet #SPA - #CHI Speel mee: http://t.co/mbCa8YvwpX #SPACHI #ausned #wk2014",0
"RT @rickaalbers: Die schandalige actie van Cahill op BMI hoort niet thuis op een voetbalveld. Had gewoon rood moeten zijn. #ausned",0
"RT @grainna: Best onsportief om zo inene een doelpunt te scoren, laat mensen toch eerst ff nagenieten zeg #ausned",0
"Kan iemand WimLex en Maxi ff naar de nooduitgang begeleiden? Ik voel een 6-1 voor de Aussies aankomen. #Deja_vu #ausned",0
"45 minuten beter, druk op de tegenstander. Prachtig doelpunt en helaas 1 counter tegen. Vanuit de andere kant van de wereld gezien. #ausned",0
"Ja dat doelpunt van Australië is mooi maar als de Vrij geen vliegtuigjes aan het tellen was, was deze niet gevallen #ausned #Brasil2014",0
"RT @oualidroshdy: Hopen dat nederland in de tweede helft veel meer laat zien en nog zeker 2 of 3 goals maakt!!! #huphollandhup",0
"RT @FlorianDegreve: Het begin van een knotsgekke match? #ausned #2goals #1min",0
"Wissel de Vrij ook maar! 2 tegen goals en 2x bij betrokken! #ausned",0
"Nederland is verantwoordelijk voor de mooiste goalen van't WK, eentje voor en eentje tegen #ausned #Cahill #Vpersie #WorldCup2014",0
"RT @grainna: Best onsportief om zo inene een doelpunt te scoren, laat mensen toch eerst ff nagenieten zeg #ausned",0
""@hetisesmee: heel mooi goal, wel jammer." goed nederlands ;)",0
"Zullen we nu dan maar echt gaan voetballen? We hebben genoeg lopen dollen. Tijd voor Nederlandse goals!!! #ausned",0
"RT @estherakihary: ... Naja het goede nieuws is dat het met een tegendoelpunt gewoon weer 5-1 kan worden. #ausned #goteamNL #oranje",0
"3e fact is humor, gelet op context "@sander_haas: Hadden we ze maar nooit ontdekt. #ausned http://t.co/Gfn5e2XhYc"",0
"De naam is #cahill bij #AUSvsNED . En of we het willen of niet: damn, wat een goal! https://t.co/ku4fzCruAd #kangoeroegoal #ausned #aussies",1
"RT @RikIJpelaar: Aan de andere kant is het goal nederlandd-,-",0
"3 kwartier geleden nog geen twijfel, nu opeens brancard en achtervolgd in Brazilië. #ausned http://t.co/NBj7tMd0yc http://t.co/aV3RDTlULe",0
"RT @PaulHinsche: Kan iemand WimLex en Maxi ff naar de nooduitgang begeleiden? Ik voel een 6-1 voor de Aussies aankomen. #Deja_vu #ausned",0
"Zo australie lekkha bezig ;D wel een bloed mooie goal was dat.",1
"die boemerang-goal van Austealie was erg fraai, maar in de 2e helft zal dat hun niet helpen #ausned",0
"RT @JaapFriso: Het moet een regel zijn dat je eerst over een doelpunt kunt twitteren voordat er een nieuwe valt #ausned #fifa",0
"RT @Albin_JwZ: Wat een doelpunt van australie 😱😱",1
"Het gevoel dat je krijgt bij zo'n Australische goal ervaar je onbeperkt bij #volleybal #ausned #smashbal #1keerraken",0
"Oranje ? Dat is toch een soort van flauw rood ? #ausned",0
"De vrij liet zijn man weer lopen bij het doelpunt van australië #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Mijn oranje shirt werd opeens rood op de schouders. Bleken mijn oren al 45 minuten aan het bloeden te zijn... #jeroengrueter #ausned",0
"RT @sportingtelenet: Tim Cahill heeft nu meer WK-goals (5) gemaakt dan Lionel Messi, Cristiano Ronaldo en Wayne Rooney samen (4). #ausned",0
"RT @FCT4EVER: Paar dagen geleden stond het ook 1-1 bij rust. #wk2014 #ausned",0
"Prachtige goal #Cahill maar wat maak je een smerige overtreding op BMI :( jJe had rood verdiend. Einde WK voor Indi? :( #ausned",0
"Ik heb tegen mijn vrouw gezegd dat Nederland in het geel speelt. Tot dusver heeft ze een prima avond. @stolliebollie #ausned #WorldCup2014",0
"Wat een prachtige goal van die aussies... hoop dat het met het 4-3-3 beter gaat met nederland!!",1
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",1
"Ok, vroeger deed ik er een spreekbeurt over...maar nu ben ik niet zo blij met hem. De goala. #ausned http://t.co/Osvd8EmLQ1",0
"RT @marc3ls: Gelukkig vielen vorige wedstrijd de meeste goals ook pas in de tweede helft... #ausned #wk2014",0
"Tweede helft !! #AUS #NED #kom op nederland!! Maak die goals #wk",0
"Nog vier doelpunten! #ausned",0
"Wat een geweldige wedstrijd van Depay! Een goal en een assist. Ja sorry, ik heb #ausned al gezien.",0
"1-1 was dat niet dezelfde stand als 5 dagen geleden #wk14 #ausned",0
"Australie juicht meteen, maar goal wordt afgekeurd. Gekkigheid. #ausned http://t.co/RzN4VBXZ3q",0
"RT @justinedus: "Ja jammer maar het was wel echt een mooie goal van die Austr-" ssssssssh. Sssssssh. #ausned",0
"Meteen een goal voor Australië, maar er was al gefloten voor een overtreding #ausned Meteen wakker nu!",0
"#ausned op XL scherm bij #altembrouck Gratis inkom. Alle matchen van de #rodeduivels en van het #nederlandselftal http://t.co/5WE8S9WHdX",0
"RT @rickaalbers: Die schandalige actie van Cahill op BMI hoort niet thuis op een voetbalveld. Had gewoon rood moeten zijn. #ausned",0
"RT @onze11nl: Australie juicht meteen, maar goal wordt afgekeurd. Gekkigheid. #ausned http://t.co/RzN4VBXZ3q",0
"Kom op #Nederland! Nog 1 doelpuntje erbij als het effe kan! #wk2014 #ausned 1-1 #tussenstand",0
"Die 'pegel van Cahill' mag wel in de voorlopige top 3 van mooiste goals. #ausned",0
"RT @OnsOranje: Ok. Applaus. Ook van ons. Wat een wereldgoal, 1-1. #ausned http://t.co/XjZLTehdq5",0
"Een gele kaart voor Robin van Persie, die is dus geschorst voor Chili #ausned",1
"geel voor van persie en geschorst #ausned",1
"what's deze, nederland krijgt wel een kaart",1
"RT @voetbalzonenl: Robin van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned #wk2014",1
""@voetbalzonenl: Robin van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned #wk2014"",1
"Robin Van Persie krijgt geel en is geschorst voor de laatste groepswedstrijd tegen Chili #ausned",1
"RT @voetbalzonenl: Robin van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned #wk2014",1
"RT @voetbalzonenl: Robin van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned #wk2014",1
"RT @433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/bxJBdvbYRO",1
"RT @433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/bxJBdvbYRO",1
"RT @voetbalzonenl: Robin van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned #wk2014",1
"“@433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/QBQZxurdRC”",1
"Knap hoor. Als spits 2 gele kaarten in 2 wedstrijden krijgen. #ausned",0
"RT @voetbalzonenl: Robin van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned #wk2014",1
"46' Van Persie....geel en dat betekent schorsing tegen Chili #ausned #wk2014 #NVT",1
"RT @433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/bxJBdvbYRO",1
"RT @433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/bxJBdvbYRO",1
"RT @433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/bxJBdvbYRO",1
"Robin van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned",1
"Van Persie krijgt een gele kaart en is geschorst voor het duel tegen Chili. #ausned",1
"RT @voetbalzonenl: Robin van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned #wk2014",1
"Van Persie geel en geschorst voor wedstrijd tegen Chili! Goed bezig Robin! #ausned",1
"RT @voetbalzonenl: Robin van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned #wk2014",1
"Van Persie geel. Geschorst tegen Chili. Geweldig #not #ausned",1
"Wat een gelul die kaart! #ausned",0
"Robin van Persie ontvangt zijn tweede gele kaart van het WK. Hij mist sowieso het duel met Chili. #ausned",1
"RT @433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/bxJBdvbYRO",1
"RT @433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/bxJBdvbYRO",1
"RT @433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/bxJBdvbYRO",1
"RVP ook geel ook hij geschorst voor de volgende wedstrijd (tegen Chili) #ausned",1
"Van Persie gebruikt zijn arm, krijgt geel en is geschorst tegen Chili. #ausned http://t.co/y0ewXtLP3z",1
"Oh Van Persie geel. Maar Huntelaar past ook beter in drie spitsen systeem. #ausned",1
"Van Persie krijgt geel en is geschorst tegen Chili #ausned http://t.co/wlH0w896jx",1
"Van Persie pakt geel en mist de wedstrijd tegen Chili. #ausned",1
"RT @433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/bxJBdvbYRO",1
"LIVE: Van Persie krijgt een gele kaart en is geschorst voor de wedstrijd tegen Chili #ausned #wk2014",1
"geluk voor van persie eigenlijk rood#ausned",0
"Huntelaar zat te juichen op de bank bij die kaart! #ausned",0
"Wat een ongelofelijk domme, onnodige gele kaart zeg. #vanpersie #ausned",1
"Aftrap tweede helft #ausned gaat lekker... #not Bijna goal voor #AUS en Van Persie geschorst voor volgende wedstrijd..",0
"RT @NOSsport: Robin van Persie ontvangt zijn tweede gele kaart van het WK. Hij mist sowieso het duel met Chili. #ausned",1
"RT @433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/bxJBdvbYRO",1
"RT @433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/bxJBdvbYRO",1
"RT @FOXSportsnl: LIVE: Van Persie krijgt een gele kaart en is geschorst voor de wedstrijd tegen Chili #ausned #wk2014",1
"RT @433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/bxJBdvbYRO",1
"Van Persie geel en geschorst tegen Chillie! Begint lekker weer! #ausned",1
"Ik erger me groen en geel.. #ausned",0
"Van Persie geel en doordat hij dezelfde kleur prent ook tegen Spanje kreeg geschorst voor Chili. #ausned",1
"Hey snoeks. Je moeder is een terechte gele kaart. #wk14 #ausned",0
"Ach jesus we hebben een scheids die van kaarten houdt. #ausned",0
"RT @DifferentHotels: #ausned op XL scherm bij #altembrouck Gratis inkom. Alle matchen van de #rodeduivels en van het #nederlandselftal h…",0
"RT @NOSsport: Robin van Persie ontvangt zijn tweede gele kaart van het WK. Hij mist sowieso het duel met Chili. #ausned",1
"“@433LIVE: '47 | Oh oh... Van Persie krijgt geel en is geschorst voor de wedstrijd tegen Chili. #ausned http://t.co/3rc12akjNf”",1
